2.203091248780706835e+00 3.522570486051917804e+00
2.203083466288859427e+00 3.517968123223018662e+00
2.203070495609450674e+00 3.513365805176350776e+00
2.203052336952975310e+00 3.508763554301330245e+00
2.203028990614113169e+00 3.504161392985337020e+00
2.203000456971711429e+00 3.499559343613034557e+00
2.202966736488763289e+00 3.494957428565691249e+00
2.202927829712386210e+00 3.490355670220501860e+00
2.202883737273791720e+00 3.485754090949909845e+00
2.202834459888250773e+00 3.481152713120929221e+00
2.202779998355059110e+00 3.476551559094468224e+00
2.202720353557492405e+00 3.471950651224649853e+00
2.202655526462760971e+00 3.467350011858139069e+00
2.202585518121959129e+00 3.462749663333464678e+00
2.202510329670008371e+00 3.458149627980344754e+00
2.202429962325599178e+00 3.453549928119012957e+00
2.202344417391125742e+00 3.448950586059543522e+00
2.202253696252616688e+00 3.444351624101179343e+00
2.202157800379665797e+00 3.439753064531660964e+00
2.202056731325349404e+00 3.435154929626552889e+00
2.201950490726148679e+00 3.430557241648575229e+00
2.201839080301862595e+00 3.425960022846934017e+00
2.201722501855515990e+00 3.421363295456652853e+00
2.201600757273266762e+00 3.416767081697906328e+00
2.201473848524306387e+00 3.412171403775353884e+00
2.201341777660756893e+00 3.407576283877475021e+00
2.201204546817560725e+00 3.402981744175905821e+00
2.201062158212371944e+00 3.398387806824776813e+00
2.200914614145438541e+00 3.393794493960053504e+00
2.200761916999482981e+00 3.389201827698874681e+00
2.200604069239575189e+00 3.384609830138894715e+00
2.200441073413005988e+00 3.380018523357630311e+00
2.200272932149152094e+00 3.375427929411802808e+00
2.200099648159340227e+00 3.370838070336684478e+00
2.199921224236704553e+00 3.366248968145448384e+00
2.199737663256041031e+00 3.361660644828518674e+00
2.199548968173657748e+00 3.357073122352921768e+00
2.199355142027221266e+00 3.352486422661638876e+00
2.199156187935596307e+00 3.347900567672965177e+00
2.198952109098685881e+00 3.343315579279861893e+00
2.198742908797263862e+00 3.338731479349320797e+00
2.198528590392804904e+00 3.334148289721721614e+00
2.198309157327307695e+00 3.329566032210197424e+00
2.198084613123120867e+00 3.324984728600001382e+00
2.197854961382755601e+00 3.320404400647869902e+00
2.197620205788702208e+00 3.315825070081397374e+00
2.197380350103237845e+00 3.311246758598403783e+00
2.197135398168232889e+00 3.306669487866313428e+00
2.196885353904952431e+00 3.302093279521527425e+00
2.196630221313852438e+00 3.297518155168804643e+00
2.196370004474376358e+00 3.292944136380643094e+00
2.196104707544741963e+00 3.288371244696663531e+00
2.195834334761729512e+00 3.283799501622995720e+00
2.195558890440462818e+00 3.279228928631665152e+00
2.195278378974186761e+00 3.274659547159988193e+00
2.194992804834045241e+00 3.270091378609963684e+00
2.194702172568847587e+00 3.265524444347670308e+00
2.194406486804839851e+00 3.260958765702664852e+00
2.194105752245465002e+00 3.256394363967385797e+00
2.193799973671124448e+00 3.251831260396557344e+00
2.193489155938932900e+00 3.247269476206598338e+00
2.193173303982473676e+00 3.242709032575030292e+00
2.192852422811542912e+00 3.238149950639893415e+00
2.192526517511899087e+00 3.233592251499162629e+00
2.192195593245001906e+00 3.229035956210164482e+00
2.191859655247753835e+00 3.224481085789004275e+00
2.191518708832230988e+00 3.219927661209986525e+00
2.191172759385415780e+00 3.215375703405048302e+00
2.190821812368927368e+00 3.210825233263186362e+00
2.190465873318742318e+00 3.206276271629896257e+00
2.190104947844917493e+00 3.201728839306607011e+00
2.189739041631308059e+00 3.197182957050125118e+00
2.189368160435281485e+00 3.192638645572078548e+00
2.188992310087427562e+00 3.188095925538363407e+00
2.188611496491268404e+00 3.183554817568596818e+00
2.188225725622961360e+00 3.179015342235571140e+00
2.187835003531001465e+00 3.174477520064713509e+00
2.187439336335919027e+00 3.169941371533542274e+00
2.187038730229975414e+00 3.165406917071140747e+00
2.186633191476855309e+00 3.160874177057617640e+00
2.186222726411353179e+00 3.156343171823584814e+00
2.185807341439063300e+00 3.151813921649630146e+00
2.185387043036059129e+00 3.147286446765796608e+00
2.184961837748575331e+00 3.142760767351068463e+00
2.184531732192683595e+00 3.138236903532854338e+00
2.184096733053967565e+00 3.133714875386480081e+00
2.183656847087194208e+00 3.129194702934682493e+00
2.183212081115981196e+00 3.124676406147105734e+00
2.182762442032462946e+00 3.120160004939805276e+00
2.182307936796953562e+00 3.115645519174751854e+00
2.181848572437606659e+00 3.111132968659341191e+00
2.181384356050072970e+00 3.106622373145908167e+00
2.180915294797155735e+00 3.102113752331242758e+00
2.180441395908460311e+00 3.097607125856111310e+00
2.179962666680046457e+00 3.093102513304783585e+00
2.179479114474073054e+00 3.088599934204557584e+00
2.178990746718444615e+00 3.084099408025297695e+00
2.178497570906450242e+00 3.079600954178967509e+00
2.177999594596405242e+00 3.075104592019172411e+00
2.177496825411287862e+00 3.070610340840706165e+00
2.176989271038372475e+00 3.066118219879098827e+00
2.176476939228863205e+00 3.061628248310168221e+00
2.175959837797523555e+00 3.057140445249582061e+00
2.175437974622302484e+00 3.052654829752414312e+00
2.174911357643962262e+00 3.048171420812715304e+00
2.174379994865698329e+00 3.043690237363080975e+00
2.173843894352764927e+00 3.039211298274222983e+00
2.173303064232088744e+00 3.034734622354553935e+00
2.172757512691888770e+00 3.030260228349764162e+00
2.172207247981289946e+00 3.025788134942412277e+00
2.171652278409936798e+00 3.021318360751514387e+00
2.171092612347601314e+00 3.016850924332141304e+00
2.170528258223795248e+00 3.012385844175016647e+00
2.169959224527373998e+00 3.007923138706122490e+00
2.169385519806142693e+00 3.003462826286308562e+00
2.168807152666458737e+00 2.999004925210901007e+00
2.168224131772833463e+00 2.994549453709326681e+00
2.167636465847532001e+00 2.990096429944727241e+00
2.167044163670168277e+00 2.985645872013590107e+00
2.166447234077304440e+00 2.981197797945377204e+00
2.165845685962042300e+00 2.976752225702161248e+00
2.165239528273619651e+00 2.972309173178262487e+00
2.164628770016995496e+00 2.967868658199895204e+00
2.164013420252446362e+00 2.963430698524813334e+00
2.163393488095149308e+00 2.958995311841965847e+00
2.162768982714770694e+00 2.954562515771151698e+00
2.162139913335050512e+00 2.950132327862683201e+00
2.161506289233386280e+00 2.945704765597049413e+00
2.160868119740416038e+00 2.941279846384590613e+00
2.160225414239598685e+00 2.936857587565170569e+00
