52.344657 -0.022413 0.013897
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.515243 0.038872 0.074559
0.000000 0.000000 0.000000
47.640642 0.066653 0.195654
53.652137 -0.136387 -0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.705395 -0.000000 -0.097517
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.754595 -0.129969 -0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.165509 0.146855 0.032102
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.633429 -0.158014 -0.000000
0.000000 0.000000 0.000000
51.395668 0.079083 0.093386
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
52.362657 -0.049375 0.063198
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.004416 0.180158 0.003764
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.303537 -0.279174 -0.000000
51.034549 -0.002616 0.065178
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.251366 0.135569 0.040521
0.000000 0.000000 0.000000
50.951639 0.184097 -0.132754
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
50.697862 0.275942 -0.028757
51.428192 -0.222668 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.482920 -0.193500 -0.000000
51.498764 -0.000000 -0.191100
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.817646 0.008983 0.057036
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.057671 -0.000000 -0.371106
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
39.981181 -13.220140 9.840647
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.152693 -0.043769 0.011719
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
51.084670 -0.036378 0.038048
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
8.173874 0.283346 -0.560347
50.901214 -0.000000 -0.387802
7.349387 -0.060827 -0.786449
0.000000 0.000000 0.000000
30.189063 -0.004984 0.159487
0.000000 0.000000 0.000000
37.935244 0.372366 0.359839
30.321177 -0.047084 0.036134
