Velocity field t=3s			
x (m)	y (m)	u (m/s)	v (m/s)
2.13	-1.74	0.82914645	-0.056558586
2.19	-1.74	0.82242421	0.053794891
2.25	-1.74	0.77922756	0.079202797
2.31	-1.74	0.79398503	0.11967677
2.37	-1.74	0.71025873	0.027240479
2.43	-1.74	0.6878013	0.030356002
2.49	-1.74	0.70458017	-0.071657963
2.55	-1.74	0.74617549	-0.079876754
2.61	-1.74	0.57522602	-0.016549088
2.67	-1.74	0.69912018	0.06696206
2.73	-1.74	0.77198422	0.081122691
2.79	-1.74	0.80328235	0.040945491
2.85	-1.74	0.81405037	0.021827988
2.91	-1.74	0.7993205	0.011459266
2.97	-1.74	0.72400361	0.14479935
3.03	-1.74	0.66672268	0.26696212
3.09	-1.74	0.54467036	0.002556824
3.15	-1.74	0.83817106	-0.06287922
3.21	-1.74	0.4824034	0.011254733
3.27	-1.74	0.16663985	0.032996863
3.33	-1.74	0.051786941	0.018503356
3.39	-1.74	0.27554273	0.12714015
3.45	-1.74	0.23167613	0.07100163
3.51	-1.74	1.0465208	0.26122832
3.57	-1.74	1.0253801	0.22433644
3.63	-1.74	1.392647	0.29292108
3.69	-1.74	1.3609261	0.1714152
3.75	-1.74	1.1042199	0.36729043
3.81	-1.74	1.1446351	0.32265262
3.87	-1.74	1.1713529	0.25479332
3.93	-1.74	1.1050536	0.13778263
3.99	-1.74	1.2483062	0.1224979
4.05	-1.74	1.3920203	0.12536497
4.11	-1.74	1.3908675	0.094887244
4.17	-1.74	1.3434843	0.15298136
4.23	-1.74	1.4077811	0.22645539
1.65	-1.7	0.10284273	0.45051188
1.71	-1.7	0.19112727	0.41345685
1.77	-1.7	0.23640326	0.25250561
1.95	-1.7	1.0021756	-0.32326367
2.01	-1.7	1.0544788	-0.34775865
2.07	-1.7	1.0590658	-0.31476422
2.13	-1.7	0.84104661	-0.023555483
2.19	-1.7	0.81748892	-0.10862671
2.25	-1.7	0.82836886	-0.1061016
2.31	-1.7	0.7342453	-0.051385745
2.37	-1.7	0.63506733	-0.02364638
2.43	-1.7	0.64162917	-0.084819921
2.49	-1.7	0.66331975	-0.11906914
2.55	-1.7	0.79848501	-0.12699706
2.61	-1.7	0.7990247	-0.059853256
2.67	-1.7	0.91189194	-0.098221207
2.73	-1.7	0.92322229	-0.04151022
2.79	-1.7	0.90573399	0.039630109
2.85	-1.7	0.88295316	0.057494484
2.91	-1.7	0.92801868	-0.016550941
2.97	-1.7	0.87337411	0.036972378
3.03	-1.7	0.90961406	0.008447835
3.09	-1.7	0.87056103	0.073297542
3.15	-1.7	0.94418924	0.054082926
3.21	-1.7	0.92375598	0.077420022
3.27	-1.7	0.51661278	0.15105109
3.33	-1.7	0.57795938	0.15813557
3.39	-1.7	0.84361249	0.13231296
3.45	-1.7	1.0572971	0.17476815
3.51	-1.7	1.0805749	0.18117136
3.57	-1.7	1.054614	0.26730821
3.63	-1.7	1.0952021	0.23957893
3.69	-1.7	1.1392081	0.26310804
3.75	-1.7	1.2066116	0.23971919
3.81	-1.7	1.180149	0.30776715
3.87	-1.7	1.3639857	0.30430857
3.93	-1.7	1.3311605	0.26868109
3.99	-1.7	1.6252741	0.16898828
4.05	-1.7	1.703235	0.11182819
4.11	-1.7	1.6810835	0.12232899
4.17	-1.7	1.6271037	0.10267564
4.23	-1.7	1.6004351	0.034255814
4.29	-1.7	1.559518	0.066304153
4.35	-1.7	1.4900048	0.06882422
4.41	-1.7	1.6400585	0.10513145
4.47	-1.7	1.5389299	0.1203069
4.53	-1.7	1.6122731	0.18492949
4.59	-1.7	1.6176603	0.19697082
4.65	-1.7	1.5968267	0.13817623
4.71	-1.7	1.513488	0.10433092
4.77	-1.7	1.6194415	0.10065082
4.83	-1.7	1.8383788	0.14640959
4.89	-1.7	1.8521434	0.13372308
4.95	-1.7	1.51105	0.018394995
5.01	-1.7	1.0090047	-0.11377624
5.07	-1.7	1.0990374	-0.004381939
5.13	-1.7	1.099093	-0.003401091
5.19	-1.7	1.5661115	-0.032568417
5.25	-1.7	1.8737424	-0.031902332
5.31	-1.7	1.6505506	-0.07231991
5.37	-1.7	1.6272609	-0.075840026
5.43	-1.7	1.5709039	-0.033045358
5.49	-1.7	1.5912562	0.043561898
5.55	-1.7	1.6247717	0.09781092
5.61	-1.7	1.6750178	0.12155748
5.67	-1.7	1.717569	0.16759334
2.13	-1.66	0.63223481	-0.14773304
2.19	-1.66	0.63297017	-0.10056017
2.25	-1.66	0.79771924	-0.17369471
2.31	-1.66	0.78826788	-0.032302297
2.37	-1.66	0.73263422	-0.089251009
2.43	-1.66	0.78657196	-0.16094554
2.49	-1.66	0.82629451	-0.15969408
2.55	-1.66	0.90981707	-0.20523516
2.61	-1.66	0.92783887	-0.06198327
2.67	-1.66	0.87410655	-0.006424186
2.73	-1.66	0.83935055	-0.052950883
2.79	-1.66	0.8496324	-0.036802527
2.85	-1.66	0.89574449	-0.05460708
2.91	-1.66	0.83942485	-0.052856111
2.97	-1.66	0.88516005	0.016682267
3.03	-1.66	0.96535269	0.032263299
3.09	-1.66	1.0005275	0.095552785
3.15	-1.66	1.0131357	0.14069095
3.21	-1.66	0.98430361	0.11740755
3.27	-1.66	1.0134526	0.07875268
3.33	-1.66	0.92873057	0.077189552
3.39	-1.66	0.99655116	0.044096915
3.45	-1.66	0.97258773	0.051984112
3.51	-1.66	0.96916683	0.075461125
3.57	-1.66	1.038422	0.17142334
3.63	-1.66	1.0698923	0.23447777
3.69	-1.66	1.040931	0.24909795
3.75	-1.66	1.0992608	0.28256627
3.81	-1.66	1.119735	0.26050451
3.87	-1.66	1.2454708	0.22902157
3.93	-1.66	1.2582923	0.24384967
3.99	-1.66	1.1301446	0.16295145
4.05	-1.66	1.7490233	0.027353543
4.11	-1.66	1.7434608	0.047190177
4.17	-1.66	1.7985757	0.03709223
4.23	-1.66	1.6775507	0.002472013
4.29	-1.66	1.6351418	-0.004842983
4.35	-1.66	1.5893976	0.018637494
4.41	-1.66	1.4675179	-0.028105934
4.47	-1.66	1.6580951	0.045314538
4.53	-1.66	1.6871799	0.051881539
4.59	-1.66	1.7557412	0.10838332
4.65	-1.66	1.6593318	0.11322696
4.71	-1.66	1.6563062	0.087436149
4.77	-1.66	1.6770989	0.092463444
4.83	-1.66	1.6638347	0.056956752
4.89	-1.66	1.6849249	0.066642958
4.95	-1.66	1.672002	0.035238145
5.01	-1.66	1.8109818	0.01749166
5.07	-1.66	1.8309909	-0.007297245
5.13	-1.66	1.8063054	-0.039388517
5.19	-1.66	1.725499	-0.062401827
5.25	-1.66	1.754159	-0.063359734
5.31	-1.66	1.8564026	-0.05750935
5.37	-1.66	1.8986594	-0.050309046
5.43	-1.66	1.9862199	-0.038791337
5.49	-1.66	2.0231341	0.008285732
5.55	-1.66	2.0158205	0.043348227
5.61	-1.66	1.9066529	0.10313388
5.67	-1.66	1.82499	0.11142424
5.73	-1.66	1.7904444	0.14273931
5.79	-1.66	1.8587574	0.11632666
5.85	-1.66	1.1433712	-0.20263185
2.13	-1.62	0.63223481	-0.14773304
2.31	-1.62	0.75247581	-0.22689082
2.37	-1.62	0.74608803	-0.17152607
2.43	-1.62	0.66862016	0.006459929
2.49	-1.62	0.76234148	0.004064354
2.55	-1.62	0.9326054	-0.31200561
2.61	-1.62	1.0037382	-0.021141282
2.67	-1.62	0.91496859	0.076433862
2.73	-1.62	0.92299777	0.12175006
2.79	-1.62	0.89295152	0.11735775
2.85	-1.62	0.92960865	0.084892354
2.91	-1.62	0.91923832	0.025095779
2.97	-1.62	0.90867308	0.054386452
3.03	-1.62	0.87633709	0.061453465
3.09	-1.62	0.87296497	0.004897016
3.15	-1.62	0.89258257	-0.043845174
3.21	-1.62	0.92046446	-0.008620935
3.27	-1.62	0.94596283	0.077725528
3.33	-1.62	0.99541514	0.012884099
3.39	-1.62	0.99613297	-0.003590175
3.45	-1.62	0.98625931	0.042163505
3.51	-1.62	0.97369461	0.10190969
3.57	-1.62	0.96649652	0.1391326
3.63	-1.62	1.024089	0.13797717
3.69	-1.62	1.0777162	0.17122363
3.75	-1.62	1.0755286	0.21788064
3.81	-1.62	1.1139488	0.22322302
3.87	-1.62	1.1697418	0.23825875
3.93	-1.62	1.2303298	0.19330053
3.99	-1.62	1.2632255	0.13120637
4.05	-1.62	1.4360605	0.005261884
4.11	-1.62	1.7400511	0.031594886
4.17	-1.62	1.6504855	-0.001135448
4.23	-1.62	1.7110686	-0.002329588
4.29	-1.62	1.533455	-0.09416376
4.35	-1.62	1.5351452	-0.065474181
4.41	-1.62	1.4787949	-0.10327619
4.47	-1.62	1.3540953	-0.094547563
4.53	-1.62	1.4775966	-0.060557581
4.59	-1.62	1.5984062	-0.069723563
4.65	-1.62	1.5270394	-0.061079848
4.71	-1.62	1.4639506	-0.022262565
4.77	-1.62	1.5922763	-0.020144644
4.83	-1.62	1.5932646	-0.030621708
4.89	-1.62	1.6739328	0.030195429
4.95	-1.62	1.6669255	-0.041619267
5.01	-1.62	1.7120714	-0.019439994
5.07	-1.62	1.7801168	-0.027866442
5.13	-1.62	1.9427203	0.022370709
5.19	-1.62	1.9086428	-0.040151652
5.25	-1.62	1.917646	0.00953476
5.31	-1.62	1.9485214	0.003897044
5.37	-1.62	1.8923474	-0.002345483
5.43	-1.62	2.0812402	-0.031642555
5.49	-1.62	2.1071627	-0.032876895
5.55	-1.62	1.9967162	-0.024760453
5.61	-1.62	1.9664315	-0.010535918
5.67	-1.62	2.0164535	0.052216444
5.73	-1.62	2.0270742	0.1015419
5.79	-1.62	1.9945553	0.099969334
5.85	-1.62	0.97766783	-0.22737112
2.67	-1.58	1.018585	0.12194107
2.73	-1.58	0.96403144	0.099801763
2.79	-1.58	0.93455097	0.079025408
2.85	-1.58	1.0327125	-0.023071465
2.91	-1.58	1.049527	-0.064630584
2.97	-1.58	1.0581674	-0.03002383
3.03	-1.58	1.1086213	-0.016464857
3.09	-1.58	1.0811052	-0.025030887
3.15	-1.58	1.0570765	-0.011668671
3.21	-1.58	1.1415469	-0.026611136
3.27	-1.58	1.0721398	-0.00853855
3.33	-1.58	1.1133096	0.043631791
3.39	-1.58	1.083903	0.060688612
3.45	-1.58	1.0389065	0.0917142
3.51	-1.58	1.0514579	0.092949495
3.57	-1.58	1.0357312	0.1077271
3.63	-1.58	1.0106265	0.10244945
3.69	-1.58	1.0186853	0.10440035
3.75	-1.58	1.0483464	0.1337034
3.81	-1.58	1.0605855	0.14368096
3.87	-1.58	1.0709237	0.12886346
3.93	-1.58	1.1149885	0.13257357
3.99	-1.58	1.1837948	0.11079831
4.05	-1.58	1.5381902	0.05320034
4.11	-1.58	1.648141	-0.027925992
4.17	-1.58	1.7364507	-0.027975087
4.23	-1.58	1.6878027	-0.033939364
4.29	-1.58	1.6974516	-0.099243596
4.35	-1.58	1.6604326	0.004081413
4.41	-1.58	1.6412764	0.030061354
4.47	-1.58	1.5439306	-0.006672162
4.53	-1.58	1.576757	-0.10243611
4.59	-1.58	1.4997309	-0.087460169
4.65	-1.58	1.5739186	-0.095800787
4.71	-1.58	1.6252754	-0.11455588
4.77	-1.58	1.6347911	-0.12015775
4.83	-1.58	1.6374495	-0.092441102
4.89	-1.58	1.6391488	-0.12744885
4.95	-1.58	1.8275277	-0.041844257
5.01	-1.58	1.7162992	-0.1209024
5.07	-1.58	1.9513517	-0.02249418
5.13	-1.58	2.0993947	0.026113884
5.19	-1.58	1.940208	-0.060075102
5.25	-1.58	1.9970489	-0.1345902
5.31	-1.58	2.1596455	-0.073718357
5.37	-1.58	2.2515883	-0.031757983
5.43	-1.58	1.8474312	-0.16948426
5.49	-1.58	2.1302356	-0.13338502
5.55	-1.58	2.0813011	-0.25041866
5.61	-1.58	2.1128515	-0.15357859
5.67	-1.58	1.9202708	-0.17053916
5.73	-1.58	1.9767287	-0.21889746
5.79	-1.58	2.0531354	0.083739001
5.85	-1.58	1.2074224	-0.23437391
2.67	-1.54	1.2466135	0.29665096
2.73	-1.54	0.98126656	0.037440456
2.79	-1.54	0.99856427	0.028658926
2.85	-1.54	1.066132	-0.064133196
2.91	-1.54	1.1614623	-0.019521736
2.97	-1.54	1.2291001	-0.059055204
3.03	-1.54	1.3730855	-0.019698706
3.09	-1.54	1.2220009	-0.081228827
3.15	-1.54	1.2482658	-0.061732213
3.21	-1.54	1.1860737	-0.012454878
3.27	-1.54	1.2047239	0.032340441
3.33	-1.54	1.1369171	0.12588733
3.39	-1.54	1.1677826	0.1001175
3.45	-1.54	1.1336521	0.15505797
3.51	-1.54	1.0955541	0.11961571
3.57	-1.54	1.123022	0.10415118
3.63	-1.54	1.1140357	0.093046151
3.69	-1.54	1.1256534	0.087042961
3.75	-1.54	1.1242059	0.11185802
3.81	-1.54	1.1392272	0.11865868
3.87	-1.54	1.1726546	0.12358866
3.93	-1.54	1.2076958	0.13021845
3.99	-1.54	1.4753623	0.10103139
4.05	-1.54	1.8834672	0.13394608
4.11	-1.54	1.8163574	0.085115086
4.17	-1.54	1.8132876	0.13581582
4.23	-1.54	1.8930841	0.17050108
4.29	-1.54	1.8200798	0.12914926
4.35	-1.54	1.6873716	0.081558047
4.41	-1.54	1.4896688	0.13460452
4.47	-1.54	1.6097885	0.019424433
4.53	-1.54	1.4796322	0.044938818
4.59	-1.54	1.5511314	-0.001021318
4.65	-1.54	1.6342107	0.033470967
4.71	-1.54	1.523688	0.04474699
4.77	-1.54	1.6582249	0.060698145
4.83	-1.54	1.6825934	-0.091536101
4.89	-1.54	1.6807343	-0.032360531
4.95	-1.54	1.567093	-0.18534141
5.01	-1.54	1.7945401	-0.089596474
5.07	-1.54	1.9223165	-0.041403205
5.13	-1.54	1.7070173	-0.19460735
5.19	-1.54	1.6286031	-0.20786434
5.25	-1.54	1.5987193	-0.15361491
5.31	-1.54	1.5750514	-0.17307066
5.37	-1.54	1.8070648	-0.095217828
5.43	-1.54	1.8363235	-0.10596974
5.49	-1.54	1.8432964	-0.12996884
5.55	-1.54	1.888709	-0.048924957
5.61	-1.54	1.755293	-0.052652542
5.67	-1.54	2.0740441	-0.062732223
5.73	-1.54	1.9795335	0.021414371
5.79	-1.54	2.0374851	-0.13172482
5.85	-1.54	0.59146411	-0.55948962
2.37	-1.5	1.6465569	0.14779025
2.43	-1.5	1.5928361	0.18788507
2.49	-1.5	1.4373027	0.27363034
2.67	-1.5	1.474642	0.47136086
2.73	-1.5	1.5100854	0.58745492
2.79	-1.5	1.0736232	0.03786964
2.85	-1.5	1.1816897	0.096309609
2.91	-1.5	1.1532004	0.17629402
2.97	-1.5	1.2496526	0.043132277
3.03	-1.5	1.2436782	-0.15252863
3.09	-1.5	1.227886	0.008693541
3.15	-1.5	1.2268911	-0.058533462
3.21	-1.5	1.3104054	0.11283081
3.27	-1.5	1.189656	0.13616539
3.33	-1.5	1.2764065	0.12567406
3.39	-1.5	1.2691752	0.19656485
3.45	-1.5	1.2513663	0.15770061
3.51	-1.5	1.2154542	0.14895115
3.57	-1.5	1.2411632	0.12692178
3.63	-1.5	1.2413948	0.15204717
3.69	-1.5	1.2317468	0.17881145
3.75	-1.5	1.2400183	0.11722279
3.81	-1.5	1.2387874	0.12533935
3.87	-1.5	1.310611	0.12349559
3.93	-1.5	1.3277169	0.10186518
3.99	-1.5	1.4876908	0.069449232
4.05	-1.5	1.704697	0.17286192
4.11	-1.5	1.810947	0.2111405
4.17	-1.5	1.8064244	0.17014287
4.23	-1.5	1.8249614	0.13385645
4.29	-1.5	1.8291626	0.12519889
4.35	-1.5	1.7389555	0.21522448
4.41	-1.5	1.7400495	0.19642661
4.47	-1.5	1.5314431	0.13080863
4.53	-1.5	1.514506	-0.003330607
4.59	-1.5	1.4106368	0.21536675
4.65	-1.5	1.3432453	0.14772016
4.71	-1.5	1.149536	0.18949783
4.77	-1.5	1.3380443	0.16973549
4.83	-1.5	1.6046938	0.050318539
4.89	-1.5	1.4657703	0.14447075
4.95	-1.5	1.4611899	0.006557283
5.01	-1.5	1.2380826	-0.01950979
5.07	-1.5	1.6162057	-0.02407457
5.13	-1.5	1.5086335	0.044989269
5.19	-1.5	1.4896158	-0.018273977
5.25	-1.5	1.5321651	-0.12021684
5.31	-1.5	1.4677822	-0.076199033
5.37	-1.5	1.5976577	-0.13488222
5.43	-1.5	1.4813415	-0.22259713
5.49	-1.5	1.6549117	-0.075903214
5.55	-1.5	1.642548	0.046958879
5.61	-1.5	1.763166	-0.05001198
5.67	-1.5	1.6049945	0.01688846
5.73	-1.5	1.6415511	0.13161825
5.79	-1.5	1.5647274	0.14949886
5.85	-1.5	0.53223466	0.43185079
2.49	-1.46	1.584082	0.21910451
2.55	-1.46	1.7308614	0.16457868
2.61	-1.46	1.6611556	0.53482164
2.67	-1.46	1.5856318	0.55261667
2.73	-1.46	1.5064191	0.48280638
2.79	-1.46	1.4993024	0.40946833
2.85	-1.46	1.4733914	0.40201591
2.91	-1.46	1.3076334	0.39091738
2.97	-1.46	1.2469637	0.29155948
3.03	-1.46	1.1436456	0.27948762
3.09	-1.46	1.2189739	0.32706508
3.15	-1.46	1.3238843	0.077838045
3.21	-1.46	1.4518542	0.20135465
3.27	-1.46	1.3928568	0.21662848
3.33	-1.46	1.3918369	0.10740501
3.39	-1.46	1.3400834	0.18992601
3.45	-1.46	1.3484489	0.28172518
3.51	-1.46	1.3421834	0.2422124
3.57	-1.46	1.317805	0.19388886
3.63	-1.46	1.2899631	0.12789618
3.69	-1.46	1.261946	0.15617985
3.75	-1.46	1.3146856	0.19107255
3.81	-1.46	1.306217	0.18034552
3.87	-1.46	1.3371615	0.16444452
3.93	-1.46	1.380504	0.12579058
3.99	-1.46	1.4505669	-0.010059376
4.05	-1.46	1.7292065	0.14625537
4.11	-1.46	1.7216423	0.11022075
4.17	-1.46	1.7103672	0.1908451
4.23	-1.46	1.9435776	0.40441278
4.29	-1.46	1.854098	0.26505639
4.35	-1.46	1.5743713	-0.5094478
4.41	-1.46	1.5448888	-0.21521671
4.47	-1.46	1.636427	0.016803821
4.53	-1.46	1.4381863	-0.011411808
4.59	-1.46	1.3111942	-0.006740568
4.65	-1.46	1.267357	0.024788516
4.71	-1.46	1.3841143	0.11264865
4.77	-1.46	1.2777942	0.18556573
4.83	-1.46	1.3561651	0.14210956
4.89	-1.46	1.2820413	0.11898277
4.95	-1.46	1.1098884	0.064328703
5.01	-1.46	1.0527448	-0.034383205
5.07	-1.46	1.3712798	-0.14214659
5.13	-1.46	1.3796199	-0.015611501
5.19	-1.46	1.2718915	0.02635619
5.25	-1.46	1.3406775	-0.044886328
5.31	-1.46	1.494306	-0.070615517
5.37	-1.46	1.3687536	-0.11575137
5.43	-1.46	1.3304842	0.016402853
5.49	-1.46	1.2958376	-0.11053098
5.55	-1.46	1.324096	-0.037617496
5.61	-1.46	1.4343361	-0.047986043
5.67	-1.46	1.5671625	-0.044890036
5.73	-1.46	1.4896934	-0.020071634
5.79	-1.46	1.2301814	-0.15468831
5.85	-1.46	0.68532213	0.081975329
5.91	-1.46	0.68532213	0.081975329
1.77	-1.42	1.2881148	0.77624471
2.61	-1.42	1.6452647	0.64390217
2.67	-1.42	1.7003106	0.72147779
2.73	-1.42	1.7098621	0.62983711
2.79	-1.42	1.6145297	0.75888097
2.85	-1.42	1.6484384	0.51216305
2.91	-1.42	1.7025609	0.39047189
2.97	-1.42	1.6158723	0.21424028
3.03	-1.42	1.5040633	0.28808026
3.09	-1.42	1.5467007	0.25648376
3.15	-1.42	1.4208774	0.21420955
3.21	-1.42	1.593303	0.28987848
3.27	-1.42	1.5778409	0.32458217
3.33	-1.42	1.7280809	0.27710202
3.39	-1.42	1.4933072	0.3139255
3.45	-1.42	1.274268	0.5807662
3.51	-1.42	1.2780809	0.35158988
3.57	-1.42	1.4586484	0.28150249
3.63	-1.42	1.4657863	0.22483203
3.69	-1.42	1.3783433	0.23251737
3.75	-1.42	1.3853177	0.16664665
3.81	-1.42	1.4284584	0.17524978
3.87	-1.42	1.4251617	0.16743083
3.93	-1.42	1.3936595	0.15037392
3.99	-1.42	1.5791596	0.030251955
4.05	-1.42	1.7387829	0.067051403
4.11	-1.42	1.6961096	0.053920659
4.17	-1.42	1.713702	0.058666792
4.23	-1.42	1.7406723	0.01998205
4.29	-1.42	1.6915811	-0.15654247
4.35	-1.42	1.7705135	-0.005333589
4.41	-1.42	1.4659826	-0.21169331
4.47	-1.42	1.3113446	-0.39827242
4.53	-1.42	1.3777123	-0.23020187
4.59	-1.42	1.3531742	-0.088216293
4.65	-1.42	1.3549303	-0.09008572
4.71	-1.42	1.1611555	-0.029077911
4.77	-1.42	1.3289857	0.018662931
4.83	-1.42	1.1410108	0.026931888
4.89	-1.42	1.2637779	0.26437991
4.95	-1.42	1.1639781	0.1093951
5.01	-1.42	1.0708224	-0.01054903
5.07	-1.42	1.3449628	-0.002542611
5.13	-1.42	1.3666746	0.008355131
5.19	-1.42	1.1255617	-0.034451381
5.25	-1.42	1.3317132	-0.019185763
5.31	-1.42	1.2443668	0.10942465
5.37	-1.42	1.2674786	0.02156417
5.43	-1.42	1.4451883	0.044146243
5.49	-1.42	1.4875687	0.070804384
5.55	-1.42	1.290443	-0.01877662
5.61	-1.42	1.4081298	-0.054081476
5.67	-1.42	1.3626105	0.004217252
5.73	-1.42	1.2721214	0.012741418
5.79	-1.42	1.2662188	-0.13272865
5.85	-1.42	0.9644143	0.034794426
1.83	-1.38	1.2344684	0.12887495
2.13	-1.38	1.5024879	0.24065061
2.19	-1.38	1.5911641	0.11494767
2.25	-1.38	1.632249	0.24903269
2.61	-1.38	1.9477527	0.20763944
2.67	-1.38	1.6143419	0.86589048
2.73	-1.38	1.563374	0.78988621
2.79	-1.38	1.7316722	0.6449705
2.85	-1.38	1.7888538	0.57291867
2.91	-1.38	1.7674789	0.38274875
2.97	-1.38	1.6803314	0.32675445
3.03	-1.38	1.7994618	0.25752337
3.09	-1.38	1.4842939	0.33472743
3.15	-1.38	1.7032625	0.20557554
3.21	-1.38	1.7797906	0.11712075
3.27	-1.38	1.7919597	0.11628061
3.33	-1.38	1.6352339	0.14299733
3.39	-1.38	1.6307963	0.20790774
3.45	-1.38	1.667431	0.21156404
3.51	-1.38	1.610567	0.22562219
3.57	-1.38	1.5836384	0.22020741
3.63	-1.38	1.6250634	0.1789217
3.69	-1.38	1.6189853	0.17602019
3.75	-1.38	1.5969979	0.15016509
3.81	-1.38	1.5885399	0.17476903
3.87	-1.38	1.5369952	0.16911972
3.93	-1.38	1.6338782	0.097100331
3.99	-1.38	1.5811449	-0.022712354
4.05	-1.38	1.8026882	-0.040882686
4.11	-1.38	1.6448238	0.046285206
4.17	-1.38	1.7833989	0.10849849
4.23	-1.38	1.6961492	-0.28874121
4.29	-1.38	1.6348158	-0.19178308
4.35	-1.38	1.4969785	-0.23874362
4.41	-1.38	1.3125964	-0.30156613
4.47	-1.38	1.4127851	-0.31734909
4.53	-1.38	1.4733884	-0.38870352
4.59	-1.38	1.442491	-0.23493372
4.65	-1.38	1.3067199	-0.054247036
4.71	-1.38	1.2595587	-0.24196087
4.77	-1.38	1.2674579	-0.17005209
4.83	-1.38	1.2741813	-0.10234552
4.89	-1.38	1.4645135	-0.003290857
4.95	-1.38	1.3278386	-0.023177597
5.01	-1.38	1.2114738	-0.14032309
5.07	-1.38	1.4011924	0.018703991
5.13	-1.38	1.2718997	-0.050926584
5.19	-1.38	1.3442825	0.04677546
5.25	-1.38	1.2495378	0.0508399
5.31	-1.38	1.4996881	0.078047591
5.37	-1.38	1.4277749	-0.006744128
5.43	-1.38	1.4372484	0.032850249
5.49	-1.38	1.2793446	0.049126836
5.55	-1.38	1.4574357	0.11509435
5.61	-1.38	1.4189728	0.012871495
5.67	-1.38	1.443669	-0.042418171
5.73	-1.38	1.3283177	0.094573948
5.79	-1.38	1.3801192	0.011755224
5.85	-1.38	0.79815173	-0.001541872
1.83	-1.34	1.2344684	0.12887495
1.89	-1.34	1.3318417	0.24042868
1.95	-1.34	1.2442684	0.74265477
2.13	-1.34	1.5859568	0.17577918
2.19	-1.34	1.7112263	-0.11936985
2.25	-1.34	1.7903359	-0.034256332
2.31	-1.34	1.6418772	0.32468512
2.37	-1.34	1.766374	0.21616957
2.43	-1.34	1.805588	0.26154342
2.49	-1.34	1.654352	0.27151462
2.55	-1.34	1.7613405	0.30048525
2.61	-1.34	2.2502406	-0.22862328
2.67	-1.34	1.9044668	-0.20322649
2.73	-1.34	1.876022	0.12761864
2.79	-1.34	1.8223908	0.3375313
2.85	-1.34	1.8860336	0.20597033
2.91	-1.34	1.8842446	0.11602716
2.97	-1.34	2.0120499	0.28558142
3.03	-1.34	1.6449483	0.3053585
3.09	-1.34	1.7294371	0.44942936
3.15	-1.34	1.7515862	0.29867095
3.21	-1.34	1.8336306	0.080794321
3.27	-1.34	1.9088852	0.18037896
3.33	-1.34	1.8862461	0.14993104
3.39	-1.34	1.8639591	0.19021411
3.45	-1.34	1.8618091	0.21919176
3.51	-1.34	1.8356301	0.1634335
3.57	-1.34	1.7397136	0.20966314
3.63	-1.34	1.751821	0.16569108
3.69	-1.34	1.7691956	0.182867
3.75	-1.34	1.7788127	0.19428347
3.81	-1.34	1.7603576	0.17272471
3.87	-1.34	1.7297792	0.19080363
3.93	-1.34	1.6933925	0.19303003
3.99	-1.34	1.8591522	0.18161459
4.05	-1.34	1.7949262	0.11267447
4.11	-1.34	1.9739201	0.20243545
