[3](0,0,0) [3](-1.07401e-10,-4.68254e-06,0) [3](-1.04345e-09,-1.84127e-05,0) [3](-3.51963e-09,-4.07143e-05,0) [3](-8.12499e-09,-7.11111e-05,0) [3](-1.53329e-08,-0.000109127,0) [3](-2.5508e-08,-0.000154286,0) [3](-3.89126e-08,-0.000206111,0) [3](-5.57142e-08,-0.000264127,0) [3](-7.59915e-08,-0.000327857,0) [3](-9.97418e-08,-0.000396825,0) [3](-1.26887e-07,-0.000470555,0) [3](-1.57283e-07,-0.000548571,0) [3](-1.90721e-07,-0.000630397,0) [3](-2.2694e-07,-0.000715555,0) [3](-2.65632e-07,-0.000803571,0) [3](-3.06447e-07,-0.000893968,0) [3](-3.49001e-07,-0.000986269,0) [3](-3.92883e-07,-0.00108,0) [3](-4.37662e-07,-0.00117468,0) [3](-4.82892e-07,-0.00126984,0)
[3](0,0,0) [3](-4.36971e-10,-9.44503e-06,0) [3](-4.24536e-09,-3.71398e-05,0) [3](-1.43199e-08,-8.21237e-05,0) [3](-3.30572e-08,-0.000143436,0) [3](-6.23833e-08,-0.000220117,0) [3](-1.03781e-07,-0.000311206,0) [3](-1.58319e-07,-0.000415741,0) [3](-2.26678e-07,-0.000532764,0) [3](-3.09178e-07,-0.000661312,0) [3](-4.05808e-07,-0.000800426,0) [3](-5.16252e-07,-0.000949145,0) [3](-6.39918e-07,-0.00110651,0) [3](-7.75963e-07,-0.00127156,0) [3](-9.23325e-07,-0.00144333,0) [3](-1.08075e-06,-0.00162086,0) [3](-1.24681e-06,-0.0018032,0) [3](-1.41994e-06,-0.00198938,0) [3](-1.59848e-06,-0.00217844,0) [3](-1.78066e-06,-0.00236942,0) [3](-1.96469e-06,-0.00256136,0)
[3](0,0,0) [3](-1.5094e-11,-1.75541e-06,0) [3](-1.46645e-10,-6.90264e-06,0) [3](-4.94644e-10,-1.52632e-05,0) [3](-1.14187e-09,-2.66585e-05,0) [3](-2.15486e-09,-4.091e-05,0) [3](-3.58485e-09,-5.78393e-05,0) [3](-5.46872e-09,-7.72679e-05,0) [3](-7.82999e-09,-9.90171e-05,0) [3](-1.06797e-08,-0.000122909,0) [3](-1.40176e-08,-0.000148764,0) [3](-1.78325e-08,-0.000176404,0) [3](-2.21042e-08,-0.000205651,0) [3](-2.68036e-08,-0.000236326,0) [3](-3.18938e-08,-0.000268251,0) [3](-3.73315e-08,-0.000301246,0) [3](-4.30676e-08,-0.000335135,0) [3](-4.9048e-08,-0.000369737,0) [3](-5.52152e-08,-0.000404875,0) [3](-6.15083e-08,-0.00044037,0) [3](-6.78649e-08,-0.000476044,0)
[3](0,0,0) [3](-9.51964e-10,-1.39408e-05,0) [3](-9.24875e-09,-5.4818e-05,0) [3](-3.11967e-08,-0.000121214,0) [3](-7.2017e-08,-0.000211711,0) [3](-1.35905e-07,-0.000324891,0) [3](-2.26093e-07,-0.000459337,0) [3](-3.44907e-07,-0.000613631,0) [3](-4.9383e-07,-0.000786355,0) [3](-6.73561e-07,-0.000976091,0) [3](-8.84074e-07,-0.00118142,0) [3](-1.12468e-06,-0.00140093,0) [3](-1.39409e-06,-0.0016332,0) [3](-1.69048e-06,-0.00187681,0) [3](-2.01151e-06,-0.00213034,0) [3](-2.35446e-06,-0.00239238,0) [3](-2.71623e-06,-0.00266151,0) [3](-3.09341e-06,-0.0029363,0) [3](-3.48237e-06,-0.00321536,0) [3](-3.87927e-06,-0.00349724,0) [3](-4.28018e-06,-0.00378055,0)
[3](0,0,0) [3](-2.60215e-10,-7.28858e-06,0) [3](-2.5281e-09,-2.86602e-05,0) [3](-8.52748e-09,-6.33736e-05,0) [3](-1.96855e-08,-0.000110688,0) [3](-3.71491e-08,-0.000169861,0) [3](-6.18015e-08,-0.000240153,0) [3](-9.42788e-08,-0.000320821,0) [3](-1.34986e-07,-0.000411125,0) [3](-1.84115e-07,-0.000510324,0) [3](-2.41658e-07,-0.000617676,0) [3](-3.07427e-07,-0.000732441,0) [3](-3.81069e-07,-0.000853876,0) [3](-4.62084e-07,-0.000981241,0) [3](-5.49838e-07,-0.00111379,0) [3](-6.43582e-07,-0.00125079,0) [3](-7.4247e-07,-0.0013915,0) [3](-8.45571e-07,-0.00153517,0) [3](-9.51889e-07,-0.00168107,0) [3](-1.06038e-06,-0.00182845,0) [3](-1.16997e-06,-0.00197656,0)
[3](0,0,0) [3](-8.03797e-11,-4.05089e-06,0) [3](-7.80924e-10,-1.59289e-05,0) [3](-2.63412e-09,-3.52221e-05,0) [3](-6.0808e-09,-6.15186e-05,0) [3](-1.14753e-08,-9.44063e-05,0) [3](-1.90903e-08,-0.000133473,0) [3](-2.91225e-08,-0.000178308,0) [3](-4.16969e-08,-0.000228498,0) [3](-5.68726e-08,-0.000283631,0) [3](-7.46474e-08,-0.000343296,0) [3](-9.49633e-08,-0.00040708,0) [3](-1.17711e-07,-0.000474572,0) [3](-1.42737e-07,-0.000545359,0) [3](-1.69843e-07,-0.000619031,0) [3](-1.98801e-07,-0.000695174,0) [3](-2.29347e-07,-0.000773376,0) [3](-2.61195e-07,-0.000853227,0) [3](-2.94036e-07,-0.000934313,0) [3](-3.27549e-07,-0.00101622,0) [3](-3.614e-07,-0.00109855,0)
[3](0,0,0) [3](-1.20856e-09,-1.57076e-05,0) [3](-1.17417e-08,-6.17656e-05,0) [3](-3.96056e-08,-0.000136577,0) [3](-9.14286e-08,-0.000238543,0) [3](-1.72538e-07,-0.000366068,0) [3](-2.87035e-07,-0.000517553,0) [3](-4.37874e-07,-0.000691402,0) [3](-6.26938e-07,-0.000886017,0) [3](-8.55114e-07,-0.0010998,0) [3](-1.12237e-06,-0.00133115,0) [3](-1.42783e-06,-0.00157848,0) [3](-1.76986e-06,-0.00184019,0) [3](-2.14613e-06,-0.00211467,0) [3](-2.5537e-06,-0.00240034,0) [3](-2.98909e-06,-0.00269559,0) [3](-3.44837e-06,-0.00299882,0) [3](-3.92722e-06,-0.00330845,0) [3](-4.42101e-06,-0.00362287,0) [3](-4.92489e-06,-0.00394048,0) [3](-5.43386e-06,-0.00425969,0)
[3](0,0,0) [3](-1.18564e-11,-1.5558e-06,0) [3](-1.1519e-10,-6.11771e-06,0) [3](-3.88544e-10,-1.35275e-05,0) [3](-8.96946e-10,-2.3627e-05,0) [3](-1.69265e-09,-3.6258e-05,0) [3](-2.81591e-09,-5.12622e-05,0) [3](-4.2957e-09,-6.84815e-05,0) [3](-6.15048e-09,-8.77575e-05,0) [3](-8.38897e-09,-0.000108932,0) [3](-1.10108e-08,-0.000131847,0) [3](-1.40075e-08,-0.000156344,0) [3](-1.7363e-08,-0.000182266,0) [3](-2.10543e-08,-0.000209453,0) [3](-2.50527e-08,-0.000237747,0) [3](-2.9324e-08,-0.000266991,0) [3](-3.38297e-08,-0.000297025,0) [3](-3.85274e-08,-0.000327693,0) [3](-4.33717e-08,-0.000358835,0) [3](-4.8315e-08,-0.000390294,0) [3](-5.33082e-08,-0.000421911,0)
[3](0,0,0) [3](-8.18313e-10,-1.29252e-05,0) [3](-7.95027e-09,-5.08245e-05,0) [3](-2.68169e-08,-0.000112383,0) [3](-6.19061e-08,-0.000196288,0) [3](-1.16825e-07,-0.000301222,0) [3](-1.94351e-07,-0.000425874,0) [3](-2.96484e-07,-0.000568927,0) [3](-4.24499e-07,-0.000729068,0) [3](-5.78996e-07,-0.000904982,0) [3](-7.59954e-07,-0.00109535,0) [3](-9.66782e-07,-0.00129887,0) [3](-1.19837e-06,-0.00151422,0) [3](-1.45314e-06,-0.00174008,0) [3](-1.72911e-06,-0.00197514,0) [3](-2.02391e-06,-0.00221809,0) [3](-2.33488e-06,-0.00246761,0) [3](-2.65911e-06,-0.00272239,0) [3](-2.99346e-06,-0.00298111,0) [3](-3.33464e-06,-0.00324246,0) [3](-3.67926e-06,-0.00350513,0)
[3](0,0,0) [3](-5.60602e-10,-1.0698e-05,0) [3](-5.4465e-09,-4.20669e-05,0) [3](-1.83715e-08,-9.30186e-05,0) [3](-4.24101e-08,-0.000162465,0) [3](-8.00334e-08,-0.000249319,0) [3](-1.33144e-07,-0.000352492,0) [3](-2.03113e-07,-0.000470895,0) [3](-2.90812e-07,-0.000603442,0) [3](-3.96653e-07,-0.000749044,0) [3](-5.20623e-07,-0.000906614,0) [3](-6.62315e-07,-0.00107506,0) [3](-8.20969e-07,-0.0012533,0) [3](-9.95505e-07,-0.00144025,0) [3](-1.18456e-06,-0.00163481,0) [3](-1.38652e-06,-0.00183589,0) [3](-1.59956e-06,-0.00204242,0) [3](-1.82168e-06,-0.0022533,0) [3](-2.05073e-06,-0.00246744,0) [3](-2.28446e-06,-0.00268376,0) [3](-2.52056e-06,-0.00290116,0)
