2.008375 0.000000 0.000000
2.008342 -0.000715 0.000000
2.007509 -0.000193 0.000000
2.006987 -0.001369 0.000000
2.007810 0.000000 0.000000
2.008691 -0.002474 0.000000
2.005394 0.002626 0.000000
2.012573 -0.000880 0.000000
2.008330 0.000141 0.000000
2.015571 -0.002480 0.000000
2.013995 -0.001728 0.000000
2.003976 0.000315 0.000000
2.007472 -0.000000 0.000000
2.005491 0.000999 0.000000
2.012601 0.000083 0.000000
2.009575 0.000024 0.000000
2.017766 -0.003805 0.000000
2.006575 0.002235 0.000000
2.003319 -0.000866 0.000000
1.925392 -0.005517 0.000000
2.019181 0.005198 0.000000
2.023131 -0.000417 0.000000
1.888751 0.004703 0.000000
1.916102 0.005270 0.000000
2.018902 -0.001848 0.000000
2.007516 -0.000462 0.000000
1.939254 -0.001977 0.000000
1.974163 -0.000880 0.000000
2.007029 -0.000000 0.000000
2.002344 -0.003458 0.000000
2.001764 0.001615 0.000000
1.910793 0.005072 0.000000
2.013589 -0.002121 0.000000
2.010796 -0.000847 0.000000
2.008526 -0.000605 0.000000
2.019174 -0.002639 0.000000
1.912355 0.000771 0.000000
2.014704 -0.000919 0.000000
1.923852 0.000837 0.000000
1.918222 -0.007724 0.000000
1.977162 0.003117 0.000000
1.997269 0.001191 0.000000
2.036812 0.003102 0.000000
2.016623 -0.000288 0.000000
1.888849 -0.001817 0.000000
1.884691 -0.004529 0.000000
2.018144 0.003367 0.000000
2.017912 -0.003933 0.000000
1.918352 -0.000552 0.000000
2.007892 -0.000195 0.000000
2.003392 0.001275 0.000000
2.019100 0.009114 0.000000
0.052820 -0.026435 0.000000
1.946227 -0.002517 0.000000
2.006803 0.000596 0.000000
1.998862 0.000119 0.000000
1.991273 0.001846 0.000000
2.004169 0.003544 0.000000
2.007808 0.000000 0.000000
2.018815 -0.002399 0.000000
2.009382 -0.002749 0.000000
2.024724 -0.006323 0.000000
0.036364 -0.029423 0.000000
1.968920 0.004895 0.000000
2.008807 -0.004070 0.000000
