# Results for "element" with Id # 12306 for search config "initial" at position: x0: -1.87; y0: 1.1; z0: 0
# time HEIGHT VELOCITY_X VELOCITY_Y VELOCITY_Z
0.003666841412107936 0.4 0.0 0.0 0.0
0.007333682824215872 0.4 2.0486111346291946e-18 -2.4512406080417694e-18 0.0
0.009367564094109446 0.4 3.592849682929087e-18 -4.312921703716171e-18 0.0
0.011632205146982832 0.4 5.425722490214767e-18 -6.491705983070071e-18 0.0
0.013679262521148988 0.4 1.2825412100120953e-17 -7.48484732868967e-18 0.0
0.015578130543853246 0.3999999999999999 2.1400805034237485e-17 -8.114419224620233e-18 0.0
0.01737195474491004 0.3999999999999999 2.592934818137587e-17 -4.126658013242835e-18 0.0
0.01907078014610644 0.3999999999999998 2.9106700159183474e-17 1.0564366062024076e-18 0.0
0.020714777438356792 0.3999999999999998 3.332476167775499e-17 5.8126946868961324e-18 0.0
0.022330413964754502 0.3999999999999997 3.710009417956607e-17 1.1099400283907218e-17 0.0
0.023935666253132395 0.3999999999999997 4.072818971062087e-17 1.655251783170285e-17 0.0
0.025541766055616998 0.3999999999999997 4.431569508433008e-17 2.206706877387443e-17 0.0
0.02715639503008735 0.3999999999999997 4.790889543898403e-17 2.7632649974845317e-17 0.0
0.02878415343036997 0.3999999999999996 5.072561039625419e-17 3.3291059013533285e-17 0.0
0.030398680853484822 0.3999999999999996 5.324775769626978e-17 3.891159651421756e-17 0.0
0.03198758316594777 0.3999999999999996 5.56490513441612e-17 4.443797743741515e-17 0.0
0.033561532959849344 0.3999999999999997 5.87834094670515e-17 4.986378438181313e-17 0.0
0.035129632679356905 0.3999999999999997 6.358823387707687e-17 5.137311680352798e-17 0.0
0.03670113426813271 0.3999999999999998 6.824659334754572e-17 5.4800963851751196e-17 0.0
0.038285079774906916 0.3999999999999998 7.003962037952302e-17 5.779429564923372e-17 0.0
0.03988930727408851 0.3999999999999999 7.231710099653548e-17 6.247581051437213e-17 0.0
0.04148134189062108 0.4 7.832382436537689e-17 6.372235698861456e-17 0.0
0.04305876942266969 0.4 8.2751243485056e-17 6.52767937151886e-17 0.0
0.04461697567627005 0.4 8.639043887943704e-17 6.654067672930897e-17 0.0
0.046168019556816146 0.40000000000000013 9.06019658490932e-17 6.733566421803817e-17 0.0
0.04772241200691103 0.4 9.394530323993179e-17 6.797993078866021e-17 0.0
0.049289108962457175 0.4 9.996835117464756e-17 7.073618056963633e-17 0.0
0.05087536950099167 0.40000000000000013 1.0083143344771277e-16 7.695488362971512e-17 0.0
0.05248754282668351 0.4000000000000001 9.868299676168995e-17 8.173002737133688e-17 0.0
0.05410362542080075 0.4 9.407068040911053e-17 8.94444142977838e-17 0.0
0.05567134671727123 0.39999999999999997 8.47904001665846e-17 9.614612569871723e-17 0.0
0.05720861996592774 0.4 7.346669754490373e-17 9.880792997954538e-17 0.0
0.05873233971172217 0.4 6.781028676888138e-17 1.015471492312828e-16 0.0
0.06025314042156911 0.3999999999999999 6.981699122079238e-17 1.0492478183908376e-16 0.0
0.06177742416259698 0.39999999999999986 6.945915516056029e-17 1.0896858715616179e-16 0.0
0.063291683015339 0.3999999999999998 6.398709416832629e-17 1.1077655247119429e-16 0.0
0.06477149488871031 0.39999999999999974 6.193550537285016e-17 1.1053811449973186e-16 0.0
0.06622737887817085 0.3999999999999998 5.905521051111016e-17 1.1274778145617073e-16 0.0
0.06767549852149794 0.3999999999999998 5.592553579474246e-17 1.1574502832951334e-16 0.0
0.06912906474836188 0.3999999999999997 5.455669897687791e-17 1.1664182973939765e-16 0.0
0.07059984963712398 0.39999999999999963 5.587599931815965e-17 1.1533027506348136e-16 0.0
0.07209739547651209 0.3999999999999996 5.105727577622929e-17 1.1656937653207926e-16 0.0
0.07362773462600312 0.3999999999999996 4.4034024687393134e-17 1.1870696973709348e-16 0.0
0.07519138876762609 0.39999999999999947 3.672102409626507e-17 1.2190220919794083e-16 0.0
0.07678490657246861 0.39999999999999947 2.7009550241804666e-17 1.2396597462190879e-16 0.0
0.07839850021389412 0.39999999999999947 1.7168708904487958e-17 1.2492092431657245e-16 0.0
