# Results for "node" with Id # 1 for search config "initial" at position: x0: 0.499; y0: 0.25; z0: 0
# time DISPLACEMENT_X DISPLACEMENT_Y DISPLACEMENT_Z
0.1 -0.0025019414537054726 -9.830119449879636e-08 0.0
0.2 -0.00829713917123976 -7.282385526887637e-07 0.0
