-9.958907003407113e-08 -0.0002212279472126882
-8.105148051513485e-07 -0.0007930285363219916
-2.816713472827323e-06 -0.0016319448869919952
-6.3345232665894625e-06 -0.002645674640776696
-1.0987397052509383e-05 -0.003777053520921207
-1.6647658218107394e-05 -0.005013167937462351
-2.4640035401620943e-05 -0.006408314968987098
-3.759735102198935e-05 -0.008045751666153211
-5.792597084133991e-05 -0.009953600693121829
-8.645394524090613e-05 -0.012060159130904793
-0.00012190802611853842 -0.014230554570465383
-0.00016127210013889241 -0.016335872807854594
-0.00020122653184061003 -0.018298550617646413
-0.0002401540412513921 -0.02010405149425374
-0.0002789968751754746 -0.02178421362195399
-0.00031975042697305743 -0.023376688904853272
-0.0003628549863673678 -0.02488178683238965
-0.00040585257326651846 -0.02624710136856478
-0.00044412495365198475 -0.02738899021570195
-0.0004729081583995344 -0.028232380547839754
-0.000489419966282035 -0.028742947408748255
-0.0004939723235061087 -0.02893571258097922
-0.0004892795880800277 -0.028858427811903984
-0.0004783693355074989 -0.028560839583216743
-0.00046269279232025824 -0.028068270701382757
-0.0004417700183672059 -0.027374703451412692
-0.0004143151498512207 -0.026457614391067336
-0.00037980725160480905 -0.025303417483433392
-0.0003394726912031742 -0.0239274331228883
-0.0002961548282742328 -0.022377330720305438
-0.00025321547060732193 -0.020719447035420807
-0.00021322718262302694 -0.0190170278556132
-0.00017731548043286078 -0.01731322185089046
-0.00014542476159415686 -0.015627797887808093
-0.00011708188275872374 -0.013967777667991423
-9.204301732811163e-05 -0.01234409048601777
-7.049310147403603e-05 -0.010783683428653795
-5.282249882372565e-05 -0.009330217499807312
-3.9230772668896234e-05 -0.008033725616855496
-2.9467993326496477e-05 -0.006935923310337646
-2.2880328023594223e-05 -0.006059753410811145
-1.866966084977184e-05 -0.005408537185321301
-1.6150067726550008e-05 -0.004974108471121019
-1.487977670748483e-05 -0.004748249548659725
-1.4691130771924755e-05 -0.004730456867385381
-1.5671560186836764e-05 -0.004927909639323937
-1.8109187905547922e-05 -0.0053484477525766
-2.240429014576267e-05 -0.00599135191007549
-2.8962598794844744e-05 -0.0068415648497547115
-3.809812456287864e-05 -0.007870515107015615
-4.998474953902467e-05 -0.009042646292923258
-6.469032792754404e-05 -0.01032360031600964
-8.22703157633777e-05 -0.011685478128544285
-0.00010282645211236395 -0.01310675171888035
-0.00012644099142079416 -0.014567728977382953
-0.00015299615308324706 -0.016044951380880863
-0.00018199157722332285 -0.017508192341109514
-0.00021248987567925792 -0.018921869825732233
-0.00024324554858404284 -0.020249964606869
-0.00027295978763633736 -0.021461594095829848
-0.0003005217464115516 -0.022534270879537775
-0.0003251034609595519 -0.023453466894120607
-0.0003460776658436385 -0.024209327275182067
-0.0003628540501268249 -0.024792894544938292
-0.0003747812919628043 -0.02519421345226557
-0.0003812038518480848 -0.025403332560567284
-0.00038164672388578603 -0.025413412009274043
-0.00037601273176278145 -0.02522396946355112
-0.0003646690045039161 -0.024842363299652177
-0.0003483708620840354 -0.02428276483302135
-0.0003280726585134971 -0.023563343499951202
-0.00030473688457431734 -0.02270330516239565
-0.0002792353162741988 -0.021721312978693973
-0.00025236043501267777 -0.0206358464908706
-0.0002248921490867849 -0.01946686093469093
-0.0001976415253004749 -0.018237402338501327
-0.00017142446097331612 -0.016973973718858396
-0.00014697423224578537 -0.01570527185302682
-0.00012484376377021553 -0.014459883174050841
-0.0001053517504998541 -0.013264070433993764
-8.859509944780194e-05 -0.012140627954373928
-7.451061564765673e-05 -0.011109088228102344
-6.29488768235994e-05 -0.010186777866811415
-5.37299980976508e-05 -0.00938980557448651
-4.6671841409868504e-05 -0.008733221213915524
-4.159922151344267e-05 -0.00823016711203944
-3.8348735186704944e-05 -0.007890473975447164
-3.677882576040442e-05 -0.007719465915530428
-3.6785557409690204e-05 -0.0077175830383269615
-3.831857845313944e-05 -0.007880940250190134
-4.139118437398506e-05 -0.008202430426283328
-4.608029978184489e-05 -0.008672743381058584
-5.2513539155970104e-05 -0.009280817775037834
-6.0841964301449024e-05 -0.010013649603329842
-7.120095252709782e-05 -0.010855788683974408
-8.366718099093674e-05 -0.01178902862399866
-9.822335941201818e-05 -0.012792658326095054
-0.00011474041462037035 -0.013844303055030446
-0.00013297922353942842 -0.014921055178932807
-0.0001526048064172541 -0.01600046593330836
-0.0001732012540803689 -0.0170610944085362
-0.00019427934674132364 -0.018082591993466172
-0.00021527864845658084 -0.019045562475656166
-0.00023557460303284412 -0.019931531589018486
-0.00025450199255961937 -0.020723248011004593
-0.0002713979890901166 -0.02140530531322453
-0.00028565637081035125 -0.021964866952888486
-0.00029677717879331985 -0.02239221125731061
-0.00030439801948061503 -0.022680914601789785
-0.0003083029571280094 -0.022827684875206665
-0.00030841585824041177 -0.022832024176954045
-0.0003047900250667353 -0.022695947029224
-0.0002976023989291733 -0.022423893372858054
-0.0002871519741724128 -0.022022817939097186
-0.00027385487112404044 -0.021502307272223124
-0.00025822761025580545 -0.020874545463370343
-0.00024085563754584207 -0.02015402771429389
-0.0002223519574942766 -0.01935705234608621
