# Results for "node" with Id # 185792 for search config "initial" at position: x0: -0.1683092007; y0: 0.534138896; z0: -0
# time DISPLACEMENT_X DISPLACEMENT_Y DISPLACEMENT_Z VELOCITY_X VELOCITY_Y VELOCITY_Z ACCELERATION_X ACCELERATION_Y ACCELERATION_Z
4.29504979775 -1.1976511500873116e-08 3.3950835604377855e-08 2.1217166124374377e-13 -4.0365804645033726e-05 0.00011442837903525268 7.151063837205737e-10 -0.0898139157843258 0.2546031446266122 1.5911117117348304e-06
4.2956115955 -7.19514236824652e-09 4.571672646969761e-08 7.111124138984941e-13 4.949460988583795e-05 -5.496754141879869e-05 1.090299035552406e-09 0.2223929022770931 -0.4405567110516827 4.370257265666609e-07
4.296173393249999 3.0617927762011912e-09 3.489504263866264e-08 1.5671601593558205e-12 -2.9992740605458142e-06 -5.41220756731697e-07 1.9241380148597804e-09 -0.17239711793404464 0.23123774184158824 1.746035306594862e-06
4.296735190999999 9.392273937116221e-09 3.686753590667998e-08 2.6664077653776734e-12 1.8858352980918056e-05 1.4049917710544154e-05 2.037957796670142e-09 0.09173249989396479 -0.02534415220836154 -1.8325981085425688e-07
4.2972969887499985 1.357957048848695e-08 3.795417581496349e-08 3.5379673688525514e-12 7.626247630212591e-09 -9.649302181156788e-06 1.1111368685206035e-09 -0.0648759921647972 -0.04639472647063102 -2.016361622731332e-06
4.297858786499998 1.05870126762414e-08 3.8742966190630126e-08 3.914752642368294e-12 -1.2033947808376919e-05 9.892068361501184e-06 2.1680555571390293e-10 -0.01057350436739585 0.055078231292496685 -1.4857967752627565e-06
4.298420584249998 5.370873020474747e-09 4.0375243148722704e-08 3.963030492712447e-12 -7.144666167965241e-06 -1.6891829874619856e-06 -7.544988631332062e-11 0.013522027796165 -0.03953784220342475 -2.7881916794663195e-07
4.2989823819999975 5.900506333206501e-10 3.854574148314577e-08 3.982927007965482e-12 -9.325100892638133e-06 -5.839810413754219e-06 1.2613152749840022e-10 -0.008231974235698807 0.000649314481174456 5.182234399606106e-07
4.299544179749997 -6.387352337466724e-09 3.674449932939592e-08 4.266247149225447e-12 -1.5431129341297616e-05 -8.336870573876482e-07 8.577131566835304e-10 -0.011527919807280712 0.010976295903322096 1.498213273086626e-06
4.300105977499997 -1.4762192202138222e-08 3.6588093731305446e-08 5.045552437143376e-12 -1.478399712973156e-05 5.461316072429213e-07 1.9050464092966612e-09 0.004321849129754885 0.00032602256832489716 1.9557631804455997e-06
4.300667775249996 -2.1413724283922784e-08 3.738888737976403e-08 6.213410946860694e-12 -9.079746036026903e-06 2.2207965707531415e-06 2.2925378274936337e-09 0.01161149646452187 0.0036446239203619937 3.7322761468824433e-07
4.301229572999996 -2.3073394574040903e-08 3.805457489750422e-08 7.192433860152533e-12 2.8662914955770706e-06 3.6842132236504133e-07 1.2625168529918667e-09 0.023677059524604666 -0.005032690928364275 -2.385103583398909e-06
4.301791370749996 -1.779818599531714e-08 3.776916144267144e-08 7.115943030423807e-12 1.5927007541670815e-05 -1.4417119190699379e-06 -1.4572114442198437e-09 0.023140828466726063 -0.0027693737502420125 -5.455119595707091e-06
