# Results for "element" with Id # 63 for search config "initial" at position: x0: 4.5; y0: 6.547809; z0: 0
# time MESH_DISPLACEMENT_Y REACTION_Y
0.01 0.0 0.0
0.02 0.0 3.916450069940477
0.03 0.0 4.150374180782673
0.04 2.2251502321825903e-05 0.02689022039723056
0.05 0.0002910935482265504 -1.7466015902778262
0.060000000000000005 0.0011978665955949686 -1.268045807783321
0.07 0.002889369137275388 -0.3045309910791019
0.08 0.004980666869827827 0.13160224690626884
0.09 0.006766002231849963 -0.03702832029444312
0.09999999999999999 0.007672784262383147 -0.33509546315203287
0.10999999999999999 0.007541941807275126 -0.4409191141503969
0.11999999999999998 0.006626126225299574 -0.37729694206996045
0.12999999999999998 0.005402396920658133 -0.2887511280571881
0.13999999999999999 0.004347950145022032 -0.2549496104072695
0.15 0.0037748863526343218 -0.26636299615686243
0.16 0.0037428789651085016 -0.28377630154967703
0.17 0.004066293065289112 -0.2863124398314529
0.18000000000000002 0.004418425927806169 -0.27709369312203747
0.19000000000000003 0.004480740738622316 -0.26682995852147046
0.20000000000000004 0.0040630106761447285 -0.26114833527245124
0.21000000000000005 0.0031459708873191957 -0.2592299287447951
0.22000000000000006 0.0018386638038003274 -0.25805271406116387
0.23000000000000007 0.000282069176915751 -0.2558466277314253
0.24000000000000007 -0.001443370177167232 -0.2526590953166524
0.25000000000000006 -0.0033528845789273344 -0.249289417017774
0.26000000000000006 -0.005518184771152568 -0.24632165296100064
0.2700000000000001 -0.007982950386889308 -0.24386844595013754
0.2800000000000001 -0.010686089215233577 -0.24178119694119196
0.2900000000000001 -0.01343594974459995 -0.2399238466696963
0.3000000000000001 -0.01594684819596958 -0.2382740319274167
0.3100000000000001 -0.017916817892500186 -0.23688483388273054
0.3200000000000001 -0.019109147423195298 -0.2358237649764828
0.3300000000000001 -0.01940430385123787 -0.23512676251289644
0.34000000000000014 -0.01880699913751441 -0.23479216498438243
0.35000000000000014 -0.01741474567173299 -0.23480784264799792
0.36000000000000015 -0.015369122687380082 -0.23514070681566823
0.37000000000000016 -0.01281392231822932 -0.23571513288453713
0.38000000000000017 -0.00987633343482597 -0.2364150972837252
0.3900000000000002 -0.006673584309462241 -0.2371186451109634
