# Results for "element" with Id # 63 for search config "initial" at position: x0: 4.5; y0: 6.547809; z0: 0
# time MESH_DISPLACEMENT_Y REACTION_Y
0.4000000000000002 -0.003334821038073349 -0.23773402387319684
0.4100000000000002 -2.1957605483472496e-05 -0.23821055343980882
0.4200000000000002 0.0030644839711421942 -0.2385244839244864
0.4300000000000002 0.005700138473894358 -0.2386550525571753
0.4400000000000002 0.007667846805150169 -0.23856451398837716
0.45000000000000023 0.008793927765498429 -0.23820294132053835
0.46000000000000024 0.008977573387986172 -0.2375415651897567
0.47000000000000025 0.00820538032067328 -0.23659905153695893
0.48000000000000026 0.00654947643672418 -0.23542743666715255
0.49000000000000027 0.004153645389428739 -0.234099843661784
0.5000000000000002 0.0012142243499899035 -0.23270037053144313
0.5100000000000002 -0.002038525502066844 -0.23132393659532735
0.5200000000000002 -0.005355742016677326 -0.23007249944417105
0.5300000000000002 -0.00848238836324271 -0.2290378261570789
0.5400000000000003 -0.01116928135125212 -0.228295410198049
0.5500000000000003 -0.013187369435102249 -0.22790582122296252
0.5600000000000003 -0.014345289078846291 -0.22790591959540069
0.5700000000000003 -0.01450872554454717 -0.22830034551790443
0.5800000000000003 -0.013618076061420702 -0.22907271050766553
0.5900000000000003 -0.01170049824676399 -0.2301685532516084
0.6000000000000003 -0.008873093294521734 -0.23149662471789564
0.6100000000000003 -0.005335973397964885 -0.23293894720661473
0.6200000000000003 -0.001356556083080306 -0.2343932801260012
0.6300000000000003 0.002752111348292958 -0.23576207052299872
0.6400000000000003 0.0066564050874823415 -0.23691366069048572
0.6500000000000004 0.01002860619217658 -0.23771688669019406
0.6600000000000004 0.012573141962612496 -0.23811187313818463
0.6700000000000004 0.014051219006453595 -0.238105265820363
0.6800000000000004 0.014302430360494896 -0.23773323285889897
0.6900000000000004 0.013260833984729813 -0.23699481696114671
0.7000000000000004 0.010961860655263925 -0.23585395314112179
0.7100000000000004 0.007537752579417909 -0.23432775437541614
0.7200000000000004 0.003202664817184909 -0.23257333865382254
0.7300000000000004 -0.0017678029300320496 -0.2308287473526368
0.7400000000000004 -0.0070567089604448765 -0.22930702056353203
0.7500000000000004 -0.012320497688604902 -0.22818714538296433
0.7600000000000005 -0.017196948129401757 -0.22765808677423338
0.7700000000000005 -0.02130871433822853 -0.22795077891683324
0.7800000000000005 -0.024267032928710318 -0.2292021524899082
0.7900000000000005 -0.02568207850232751 -0.2314458047875453
0.8000000000000005 -0.025188059738864982 -0.23469959319339312
0.8100000000000005 -0.022487071736119787 -0.23881297980699445
0.8200000000000005 -0.017407731579662404 -0.24345626622540045
0.8300000000000005 -0.009970017255524691 -0.2482437554090539
0.8400000000000005 -0.0004473096534558144 -0.2528438457667596
0.8500000000000005 0.010585875672999283 -0.25691266641227767
0.8600000000000005 0.022235759228037208 -0.26004185008585873
0.8700000000000006 0.03331342910720228 -0.2621734987515791
0.8800000000000006 0.042411293712125854 -0.2632277733893024
0.8900000000000006 0.04803821339592391 -0.2630682826683366
0.9000000000000006 0.04880921861447189 -0.26177997719879204
0.9100000000000006 0.043673792763046726 -0.2596092911192894
0.9200000000000006 0.03215958716717243 -0.2568739508734309
0.9300000000000006 0.014594987623052766 -0.2540493450709397
0.9400000000000006 -0.00774367288036025 -0.251806223804839
0.9500000000000006 -0.03261166006507008 -0.250879655926353
0.9600000000000006 -0.05693589794759211 -0.2516953322990903
0.9700000000000006 -0.07713453317120637 -0.254279787807317
0.9800000000000006 -0.08961041343962146 -0.25815949764206736
0.9900000000000007 -0.0913617066707418 -0.2625347238390096
1.0000000000000007 -0.08060732380948578 -0.2665714893865719
1.0100000000000007 -0.0573119057975305 -0.26996955023657726
1.0200000000000007 -0.02348645127353474 -0.2728091362877641
1.0300000000000007 0.016875566782807726 -0.27575213687563926
1.0400000000000007 0.05827922362935241 -0.27942858604930704
1.0500000000000007 0.0945371722827008 -0.28392196954007676
1.0600000000000007 0.11975579887680415 -0.2886677245344186
1.0700000000000007 0.1293362133824879 -0.29249506874109216
1.0800000000000007 0.12081615168381636 -0.29403145101114764
1.0900000000000007 0.09441254465423739 -0.29231127253099126
1.1000000000000008 0.0531772580398662 -0.2870714101932172
1.1100000000000008 0.00267703812629288 -0.2801647650870039
1.1200000000000008 -0.04984041501508734 -0.27420086471947375
1.1300000000000008 -0.09659381246333022 -0.2709661071645266
1.1400000000000008 -0.13044786215719767 -0.27079911082339186
1.1500000000000008 -0.1459636861251293 -0.27271253597842987
1.1600000000000008 -0.14023072721835309 -0.27518056164718463
1.1700000000000008 -0.11338417918038914 -0.2770323141346983
1.1800000000000008 -0.06872154758782452 -0.2786894871706628
1.1900000000000008 -0.01236667041880284 -0.28110464383070954
1.2000000000000008 0.047600006704037336 -0.285567527866217
